policy_id,regime,seed,days,total_demand,completed_loads,unmet_demand,demand_fulfillment_rate,total_tco,total_tco_report_value,pm_cost,cm_cost,downtime_cost,degradation_cost,unmet_demand_cost,pm_count,pm_component_count,pm_tire,pm_engine,pm_brake,cm_count,cm_tire,cm_engine,cm_brake,failure_count,total_downtime_hours,avg_truck_hi,avg_tire_hi,avg_engine_hi,avg_brake_hi,avg_frailty,max_frailty,availability_rate,route_a_loads,route_b_loads,route_c_loads
H0,high_stress,121,365,76650,76645,5,0.999935,43850.438176,43850438.176,12410.0,3393.0,27131.0,906.438176,10.0,1460,4380,1460,1460,1460,311,249,20,42,311,20870,0.721456,0.780035,0.822232,0.85217,1.012018,2.225128,0.912776,28327,25688,22630
H0,high_stress,122,365,76650,76643,7,0.999909,41668.321223,41668321.223,12410.0,2466.1,25931.1,847.121223,14.0,1460,4380,1460,1460,1460,218,170,35,13,218,19947,0.737548,0.837411,0.828358,0.875959,1.002817,1.907786,0.916571,28288,25725,22630
H0,high_stress,123,365,76650,76643,7,0.999909,43481.772022,43481772.022,12410.0,3207.1,26963.3,887.372022,14.0,1460,4380,1460,1460,1460,260,134,87,39,260,20741,0.687893,0.754078,0.784865,0.878285,1.016358,1.972553,0.913128,28312,25701,22630
H0,high_stress,124,365,76650,76641,9,0.999883,44077.326618,44077326.618,12410.0,3465.8,27270.1,913.426618,18.0,1460,4380,1460,1460,1460,304,205,45,54,304,20977,0.698369,0.761424,0.786137,0.85925,1.024928,1.968562,0.912251,28293,25718,22630
H0,high_stress,125,365,76650,76650,0,1.0,41081.865803,41081865.803,12410.0,2233.4,25604.8,833.665803,0.0,1460,4380,1460,1460,1460,201,172,27,2,201,19696,0.731077,0.819351,0.808776,0.85974,0.982807,2.253227,0.917639,28315,25705,22630
H0,high_stress,126,365,76650,76647,3,0.999961,42886.816337,42886816.337,12410.0,3014.7,26614.9,841.216337,6.0,1460,4380,1460,1460,1460,285,252,2,31,285,20473,0.723745,0.747504,0.924134,0.842823,1.013119,2.019505,0.914475,28288,25729,22630
H0,high_stress,127,365,76650,76646,4,0.999948,43104.739111,43104739.111,12410.0,3048.5,26755.3,882.939111,8.0,1460,4380,1460,1460,1460,249,139,81,29,249,20581,0.649195,0.739273,0.785279,0.865739,0.965828,1.823632,0.913817,28336,25680,22630
H0,high_stress,128,365,76650,76643,7,0.999909,42002.990936,42002990.936,12410.0,2619.5,26130.0,829.490936,14.0,1460,4380,1460,1460,1460,232,178,35,19,232,20100,0.730055,0.820267,0.825629,0.88576,0.933944,1.70634,0.915932,28291,25722,22630
H0,high_stress,129,365,76650,76633,17,0.999778,44085.792722,44085792.722,12410.0,3474.9,27264.9,901.992722,34.0,1460,4380,1460,1460,1460,308,225,42,41,308,20973,0.711351,0.757233,0.866559,0.832641,1.008516,1.748557,0.912297,28303,25700,22630
H0,high_stress,130,365,76650,76645,5,0.999935,43345.321232,43345321.232,12410.0,3186.3,26856.7,882.321232,10.0,1460,4380,1460,1460,1460,289,228,26,35,289,20659,0.712978,0.755927,0.851729,0.856933,0.950599,1.49851,0.913639,28321,25694,22630
H_TIME,high_stress,101,365,76650,76649,1,0.999987,40585.010925,40585010.925,12376.0,2059.2,25301.9,845.910925,2.0,1456,4368,1456,1456,1456,193,174,7,12,193,19463,0.705172,0.817452,0.830749,0.819775,0.94495,1.789128,0.918644,28342,25677,22630
H_TIME,high_stress,102,365,76650,76646,4,0.999948,43214.338302,43214338.302,12376.0,3175.9,26786.5,867.938302,8.0,1456,4368,1456,1456,1456,291,230,18,43,291,20605,0.658306,0.807849,0.751254,0.850395,0.943556,1.737806,0.913881,28391,25625,22630
H_TIME,high_stress,103,365,76650,76636,14,0.999817,47048.013006,47048013.006,12376.0,4795.7,28889.9,958.413006,28.0,1456,4368,1456,1456,1456,400,262,117,21,400,22223,0.625317,0.725569,0.73522,0.830612,0.997821,1.916314,0.906991,28306,25700,22630
H_TIME,high_stress,104,365,76650,76648,2,0.999974,43558.865225,43558865.225,12376.0,3325.4,26972.4,881.065225,4.0,1456,4368,1456,1456,1456,294,217,43,34,294,20748,0.651189,0.761352,0.84268,0.828502,0.957645,1.907839,0.913237,28272,25746,22630
H_TIME,high_stress,105,365,76650,76643,7,0.999909,44342.210577,44342210.577,12376.0,3646.5,27414.4,891.310577,14.0,1456,4368,1456,1456,1456,321,228,48,45,321,21088,0.66874,0.856932,0.73423,0.85654,1.00073,1.848704,0.911808,28875,25138,22630
H_TIME,high_stress,106,365,76650,76646,4,0.999948,40952.809203,40952809.203,12376.0,2194.4,25506.0,868.409203,8.0,1456,4368,1456,1456,1456,183,124,55,4,183,19620,0.669971,0.784491,0.742536,0.862216,0.994688,1.747836,0.917881,28305,25711,22630
H_TIME,high_stress,107,365,76650,76643,7,0.999909,45153.397285,45153397.285,12376.0,4002.7,27855.1,905.597285,14.0,1456,4368,1456,1456,1456,372,299,10,63,372,21427,0.6128,0.771605,0.758713,0.816786,0.972834,1.946739,0.910498,28346,25667,22630
H_TIME,high_stress,108,365,76650,76635,15,0.999804,48288.242556,48288242.556,12376.0,5300.1,29599.7,982.442556,30.0,1456,4368,1456,1456,1456,469,321,59,89,469,22769,0.61882,0.729275,0.712184,0.822615,1.054453,2.116225,0.904813,28283,25722,22630
H_TIME,high_stress,109,365,76650,76649,1,0.999987,40015.609022,40015609.022,12376.0,1825.2,24978.2,834.209022,2.0,1456,4368,1456,1456,1456,175,174,1,0,175,19214,0.649385,0.7041,0.818058,0.87612,0.947255,1.608784,0.919703,28275,25744,22630
H_TIME,high_stress,110,365,76650,76647,3,0.999961,51027.838666,51027838.666,12376.0,6493.5,31138.9,1013.438666,6.0,1456,4368,1456,1456,1456,541,327,151,63,541,23953,0.593926,0.692556,0.70586,0.846957,1.097465,2.06887,0.899731,28271,25746,22630
H_TIME,high_stress,111,365,76650,76650,0,1.0,37233.740576,37233740.576,12376.0,611.0,23465.0,781.740576,0.0,1456,4368,1456,1456,1456,58,55,1,2,58,18050,0.693593,0.821318,0.795334,0.93279,0.935369,1.614375,0.924484,28339,25681,22630
H_TIME,high_stress,112,365,76650,76645,5,0.999935,42497.610407,42497610.407,12376.0,2866.5,26391.3,853.810407,10.0,1456,4368,1456,1456,1456,254,189,36,29,254,20301,0.668797,0.865691,0.763079,0.823198,0.992893,1.771454,0.9151,28386,25629,22630
H_TIME,high_stress,113,365,76650,76646,4,0.999948,41294.288481,41294288.481,12376.0,2364.7,25673.7,871.888481,8.0,1456,4368,1456,1456,1456,224,209,4,11,224,19749,0.665739,0.767619,0.820897,0.843407,0.979757,1.548512,0.917479,28329,25687,22630
H_TIME,high_stress,114,365,76650,76649,1,0.999987,40372.585036,40372585.036,12376.0,1955.2,25197.9,841.485036,2.0,1456,4368,1456,1456,1456,180,149,11,20,180,19383,0.661828,0.747201,0.85245,0.836854,0.996107,1.692016,0.91895,28310,25709,22630
H_TIME,high_stress,115,365,76650,76649,1,0.999987,38589.256955,38589256.955,12376.0,1181.7,24189.1,840.456955,2.0,1456,4368,1456,1456,1456,111,102,4,5,111,18607,0.684569,0.805198,0.853406,0.82446,0.961958,1.746125,0.922183,28274,25745,22630
H_TIME,high_stress,116,365,76650,76641,9,0.999883,41212.877269,41212877.269,12376.0,2314.0,25646.4,858.477269,18.0,1456,4368,1456,1456,1456,207,167,28,12,207,19728,0.65108,0.801356,0.776972,0.852481,0.985376,1.61001,0.917498,28332,25679,22630
H_TIME,high_stress,117,365,76650,76645,5,0.999935,41133.08973,41133089.73,12376.0,2291.9,25587.9,867.28973,10.0,1456,4368,1456,1456,1456,215,199,9,7,215,19683,0.652705,0.789117,0.782993,0.834846,0.999195,1.913852,0.917744,28351,25664,22630
H_TIME,high_stress,118,365,76650,76644,6,0.999922,43117.918163,43117918.163,12376.0,3140.8,26696.8,892.318163,12.0,1456,4368,1456,1456,1456,294,257,9,28,294,20536,0.664627,0.747618,0.772462,0.850978,1.056694,1.94456,0.91421,28322,25692,22630
H_TIME,high_stress,119,365,76650,76649,1,0.999987,41122.835543,41122835.543,12376.0,2216.5,25642.5,885.835543,2.0,1456,4368,1456,1456,1456,179,77,57,45,179,19725,0.646398,0.838821,0.7022,0.864398,0.965527,1.736446,0.917388,28327,25692,22630
H_TIME,high_stress,120,365,76650,76650,0,1.0,41293.682329,41293682.329,12376.0,2353.0,25706.2,858.482329,0.0,1456,4368,1456,1456,1456,207,161,36,10,207,19774,0.63707,0.767632,0.75987,0.835506,1.002072,1.780767,0.917292,28370,25650,22630
H_TIME,high_stress,121,365,76650,76646,4,0.999948,43152.307708,43152307.708,12376.0,3143.4,26717.6,907.307708,8.0,1456,4368,1456,1456,1456,289,240,19,30,289,20552,0.644737,0.72259,0.762876,0.859338,1.012018,2.225128,0.914114,28327,25689,22630
H_TIME,high_stress,122,365,76650,76647,3,0.999961,41197.278626,41197278.626,12376.0,2319.2,25649.0,847.078626,6.0,1456,4368,1456,1456,1456,214,184,14,16,214,19730,0.674815,0.804036,0.794359,0.843817,1.002817,1.907786,0.917525,28321,25696,22630
H_TIME,high_stress,123,365,76650,76645,5,0.999935,43272.814335,43272814.335,12376.0,3165.5,26833.3,888.014335,10.0,1456,4368,1456,1456,1456,270,166,57,47,270,20641,0.626829,0.758262,0.719672,0.892086,1.016358,1.972553,0.913621,28298,25717,22630
H_TIME,high_stress,124,365,76650,76645,5,0.999935,43300.805801,43300805.801,12376.0,3194.1,26807.3,913.405801,10.0,1456,4368,1456,1456,1456,284,210,37,37,284,20621,0.632456,0.743712,0.757215,0.850542,1.024928,1.968562,0.913772,28362,25653,22630
H_TIME,high_stress,125,365,76650,76649,1,0.999987,40464.74614,40464746.14,12376.0,2013.7,25239.5,833.54614,2.0,1456,4368,1456,1456,1456,190,176,5,9,190,19415,0.67395,0.811343,0.758467,0.868982,0.982807,2.253227,0.918854,28353,25666,22630
H_TIME,high_stress,126,365,76650,76649,1,0.999987,42686.452188,42686452.188,12376.0,2983.5,26482.3,842.652188,2.0,1456,4368,1456,1456,1456,279,249,11,19,279,20371,0.683779,0.778931,0.888958,0.800186,1.013119,2.019505,0.914895,28330,25689,22630
H_TIME,high_stress,127,365,76650,76645,5,0.999935,43267.313177,43267313.177,12376.0,3169.4,26828.1,883.813177,10.0,1456,4368,1456,1456,1456,260,148,82,30,260,20637,0.62187,0.835952,0.681538,0.852079,0.965828,1.823632,0.913589,28315,25700,22630
H_TIME,high_stress,128,365,76650,76649,1,0.999987,40563.861048,40563861.048,12376.0,2042.3,25314.9,828.661048,2.0,1456,4368,1456,1456,1456,188,154,11,23,188,19473,0.645646,0.807666,0.786654,0.851109,0.933944,1.70634,0.91858,28305,25714,22630
H_TIME,high_stress,129,365,76650,76647,3,0.999961,43779.122953,43779122.953,12376.0,3409.9,27082.9,904.322953,6.0,1456,4368,1456,1456,1456,306,236,35,35,306,20833,0.636298,0.733461,0.822986,0.84361,1.008516,1.748557,0.912909,28333,25684,22630
H_TIME,high_stress,130,365,76650,76643,7,0.999909,41853.446922,41853446.922,12376.0,2592.2,25987.0,884.246922,14.0,1456,4368,1456,1456,1456,243,217,8,18,243,19990,0.641959,0.677807,0.834942,0.878142,0.950599,1.49851,0.91647,28358,25655,22630
H1,high_stress,101,365,76650,76650,0,1.0,31129.701164,31129701.164,10699.5,0.0,19613.1,817.101164,0.0,3760,3801,1356,1250,1195,0,0,0,0,0,15087,0.313664,0.364464,0.384585,0.426756,0.94495,1.789128,0.948269,32120,27375,17155
H1,high_stress,102,365,76650,76650,0,1.0,30621.508163,30621508.163,10466.5,20.8,19324.5,809.708163,0.0,3775,3812,1523,1132,1157,2,2,0,0,2,14865,0.350546,0.386542,0.408794,0.437279,0.943556,1.737806,0.949365,32120,27375,17155
H1,high_stress,103,365,76650,76650,0,1.0,33188.724425,33188724.425,11455.5,20.8,20844.2,868.224425,0.0,4018,4069,1634,1400,1035,2,2,0,0,2,16034,0.335917,0.374196,0.424494,0.40055,0.997821,1.916314,0.945132,32120,27375,17155
H1,high_stress,104,365,76650,76650,0,1.0,31413.515706,31413515.706,10796.0,10.4,19782.1,825.015706,0.0,3819,3854,1455,1259,1140,1,1,0,0,1,15217,0.313003,0.326954,0.417935,0.43491,0.957645,1.907839,0.947954,32120,27375,17155
H1,high_stress,105,365,76650,76650,0,1.0,33077.883168,33077883.168,11400.0,31.2,20780.5,866.183168,0.0,3997,4060,1643,1381,1036,3,3,0,0,3,15985,0.311665,0.34681,0.416711,0.404833,1.00073,1.848704,0.945265,32120,27375,17155
H1,high_stress,106,365,76650,76650,0,1.0,33257.511115,33257511.115,11490.0,0.0,20897.5,870.011115,0.0,4015,4069,1583,1406,1080,0,0,0,0,0,16075,0.316297,0.345893,0.404088,0.423231,0.994688,1.747836,0.944922,32120,27375,17155
H1,high_stress,107,365,76650,76650,0,1.0,32060.739296,32060739.296,11050.0,0.0,20165.6,845.139296,0.0,3946,3993,1720,1285,988,0,0,0,0,0,15512,0.313155,0.350084,0.423284,0.426599,0.972834,1.946739,0.947178,32120,27375,17155
H1,high_stress,108,365,76650,76650,0,1.0,34506.741396,34506741.396,11861.5,10.4,21725.6,909.241396,0.0,4149,4291,1746,1338,1207,1,1,0,0,1,16712,0.306397,0.341548,0.411009,0.413938,1.054453,2.116225,0.94263,32120,27375,17155
H1,high_stress,109,365,76650,76650,0,1.0,30781.229175,30781229.175,10564.5,10.4,19393.4,812.929175,0.0,3796,3828,1578,1189,1061,1,1,0,0,1,14918,0.318259,0.366395,0.42413,0.408553,0.947255,1.608784,0.94921,32120,27375,17155
H1,high_stress,110,365,76650,76650,0,1.0,36703.727586,36703727.586,12344.0,586.3,22817.6,955.827586,0.0,3264,4384,1672,1480,1232,56,53,0,3,56,17552,0.219071,0.269536,0.357169,0.310656,1.097465,2.06887,0.935005,32120,27375,17155
H1,high_stress,111,365,76650,76650,0,1.0,30918.404245,30918404.245,10650.0,0.0,19457.1,811.304245,0.0,3760,3793,1448,1261,1084,0,0,0,0,0,14967,0.342805,0.367908,0.424875,0.451961,0.935369,1.614375,0.948817,32120,27375,17155
H1,high_stress,112,365,76650,76650,0,1.0,32497.097448,32497097.448,11194.0,10.4,20441.2,851.497448,0.0,3953,3986,1550,1336,1100,1,1,0,0,1,15724,0.309715,0.35844,0.427528,0.410767,0.992893,1.771454,0.946247,32120,27375,17155
H1,high_stress,113,365,76650,76650,0,1.0,32177.328212,32177328.212,11095.0,0.0,20239.7,842.628212,0.0,3893,3932,1475,1335,1122,0,0,0,0,0,15569,0.338842,0.348037,0.414292,0.425365,0.979757,1.548512,0.946676,32120,27375,17155
H1,high_stress,114,365,76650,76650,0,1.0,32641.123915,32641123.915,11228.5,0.0,20553.0,859.623915,0.0,3997,4048,1647,1288,1113,0,0,0,0,0,15810,0.316099,0.345713,0.416403,0.420107,0.996107,1.692016,0.94605,32120,27375,17155
H1,high_stress,115,365,76650,76650,0,1.0,31364.232465,31364232.465,10765.0,0.0,19771.7,827.532465,0.0,3852,3892,1551,1207,1134,0,0,0,0,0,15209,0.321144,0.351165,0.415739,0.433879,0.961958,1.746125,0.948132,32120,27375,17155
H1,high_stress,116,365,76650,76650,0,1.0,32390.02443,32390024.43,11143.0,10.4,20385.3,851.32443,0.0,3948,4000,1596,1294,1110,1,1,0,0,1,15681,0.339043,0.377962,0.417912,0.42352,0.985376,1.61001,0.94642,32120,27375,17155
H1,high_stress,117,365,76650,76650,0,1.0,32814.277212,32814277.212,11269.0,0.0,20680.4,864.877212,0.0,4008,4069,1608,1267,1194,0,0,0,0,0,15908,0.306099,0.368596,0.411965,0.399735,0.999195,1.913852,0.945653,32120,27375,17155
H1,high_stress,118,365,76650,76650,0,1.0,34507.90474,34507904.74,11854.0,10.4,21732.1,911.40474,0.0,4201,4317,1819,1314,1184,1,1,0,0,1,16717,0.327658,0.36432,0.408177,0.400181,1.056694,1.94456,0.942845,32120,27375,17155
H1,high_stress,119,365,76650,76650,0,1.0,31956.514747,31956514.747,11023.0,0.0,20098.0,835.514747,0.0,3842,3887,1412,1341,1134,0,0,0,0,0,15460,0.323349,0.352957,0.397459,0.446941,0.965527,1.736446,0.946945,32120,27375,17155
H1,high_stress,120,365,76650,76650,0,1.0,32691.517615,32691517.615,11216.0,10.4,20603.7,861.417615,0.0,4001,4051,1600,1259,1192,1,1,0,0,1,15849,0.307704,0.35093,0.41807,0.407624,1.002072,1.780767,0.945895,32120,27375,17155
H1,high_stress,121,365,76650,76650,0,1.0,33542.398125,33542398.125,11554.5,0.0,21106.8,881.098125,0.0,4076,4141,1652,1352,1137,0,0,0,0,0,16236,0.318781,0.358067,0.409549,0.405671,1.012018,2.225128,0.944466,32120,27375,17155
H1,high_stress,122,365,76650,76650,0,1.0,33474.80764,33474807.64,11566.5,0.0,21035.3,873.00764,0.0,4008,4071,1515,1431,1125,0,0,0,0,0,16181,0.320913,0.3754,0.424992,0.407668,1.002817,1.907786,0.944406,32120,27375,17155
H1,high_stress,123,365,76650,76650,0,1.0,33555.059438,33555059.438,11567.5,0.0,21106.8,880.759438,0.0,4060,4132,1629,1368,1135,0,0,0,0,0,16236,0.298178,0.337507,0.440781,0.363406,1.016358,1.972553,0.944393,32120,27375,17155
H1,high_stress,124,365,76650,76650,0,1.0,34087.781593,34087781.593,11767.5,0.0,21426.6,893.681593,0.0,4100,4197,1671,1407,1119,0,0,0,0,0,16482,0.312878,0.351939,0.423357,0.403136,1.024928,1.968562,0.943452,32120,27375,17155
H1,high_stress,125,365,76650,76650,0,1.0,32129.667324,32129667.324,11098.5,0.0,20191.6,839.567324,0.0,3867,3909,1455,1369,1085,0,0,0,0,0,15532,0.318729,0.372351,0.408564,0.409466,0.982807,2.253227,0.946726,32120,27375,17155
H1,high_stress,126,365,76650,76650,0,1.0,32878.013769,32878013.769,11270.5,0.0,20737.6,869.913769,0.0,4059,4125,1732,1216,1177,0,0,0,0,0,15952,0.308965,0.334795,0.437969,0.450127,1.013119,2.019505,0.945685,32120,27375,17155
H1,high_stress,127,365,76650,76650,0,1.0,31879.140705,31879140.705,11011.5,0.0,20033.0,834.640705,0.0,3862,3903,1539,1349,1015,0,0,0,0,0,15410,0.345549,0.375939,0.40794,0.41575,0.965828,1.823632,0.94726,32120,27375,17155
H1,high_stress,128,365,76650,76650,0,1.0,30360.520632,30360520.632,10417.5,0.0,19139.9,803.120632,0.0,3736,3778,1526,1157,1095,0,0,0,0,0,14723,0.338399,0.383841,0.399219,0.418465,0.933944,1.70634,0.949822,32120,27375,17155
H1,high_stress,129,365,76650,76650,0,1.0,32954.763492,32954763.492,11281.0,20.8,20781.8,871.163492,0.0,4052,4121,1706,1221,1194,2,2,0,0,2,15986,0.317483,0.353068,0.445441,0.396289,1.008516,1.748557,0.945507,32120,27375,17155
H1,high_stress,130,365,76650,76650,0,1.0,31375.016665,31375016.665,10811.0,0.0,19737.9,826.116665,0.0,3847,3878,1581,1271,1026,0,0,0,0,0,15183,0.307724,0.330705,0.409289,0.415916,0.950599,1.49851,0.948228,32120,27375,17155
H2,high_stress,101,365,76650,76650,0,1.0,31154.506068,31154506.068,10712.0,0.0,19624.8,817.706068,0.0,3767,3803,1362,1257,1184,0,0,0,0,0,15096,0.324448,0.364015,0.40305,0.390183,0.94495,1.789128,0.94826,32120,27364,17166
H2,high_stress,102,365,76650,76650,0,1.0,30671.621114,30671621.114,10491.5,10.4,19357.0,812.721114,0.0,3793,3824,1533,1132,1159,1,1,0,0,1,14890,0.31671,0.341862,0.420684,0.382462,0.943556,1.737806,0.949329,32120,27371,17159
H2,high_stress,103,365,76650,76650,0,1.0,32950.208511,32950208.511,11388.0,0.0,20698.6,863.608511,0.0,3988,4044,1614,1390,1040,0,0,0,0,0,15922,0.310112,0.356148,0.402259,0.38963,0.997821,1.916314,0.945498,32120,27371,17159
H2,high_stress,104,365,76650,76650,0,1.0,31298.464334,31298464.334,10766.0,0.0,19709.3,823.164334,0.0,3806,3845,1455,1254,1136,0,0,0,0,0,15161,0.305838,0.336618,0.438054,0.367457,0.957645,1.907839,0.948142,32120,27373,17157
H2,high_stress,105,365,76650,76650,0,1.0,33037.742516,33037742.516,11408.0,0.0,20762.3,867.442516,0.0,4019,4067,1656,1379,1032,0,0,0,0,0,15971,0.291061,0.316969,0.392197,0.382095,1.00073,1.848704,0.945416,32120,27368,17162
H2,high_stress,106,365,76650,76650,0,1.0,33222.876777,33222876.777,11476.5,0.0,20876.7,869.676777,0.0,4000,4066,1586,1403,1077,0,0,0,0,0,16059,0.278269,0.330985,0.389864,0.421908,0.994688,1.747836,0.944927,32120,27375,17155
H2,high_stress,107,365,76650,76650,0,1.0,32132.035707,32132035.707,11051.0,20.8,20212.4,847.835707,0.0,3949,3998,1722,1278,998,2,2,0,0,2,15548,0.295749,0.32314,0.406458,0.383059,0.972834,1.946739,0.947037,32120,27373,17157
H2,high_stress,108,365,76650,76650,0,1.0,34612.360447,34612360.447,11872.5,52.0,21776.3,911.560447,0.0,4135,4290,1740,1345,1205,5,5,0,0,5,16751,0.289302,0.322693,0.392152,0.394189,1.054453,2.116225,0.942406,32120,27374,17156
H2,high_stress,109,365,76650,76650,0,1.0,30671.394205,30671394.205,10535.5,0.0,19324.5,811.394205,0.0,3782,3815,1571,1189,1055,0,0,0,0,0,14865,0.305499,0.384072,0.37356,0.377913,0.947255,1.608784,0.949384,32120,27361,17169
H2,high_stress,110,365,76650,76650,0,1.0,36907.552979,36907552.979,12272.5,715.0,22967.1,952.95298,0.0,3463,4355,1637,1469,1249,68,65,1,2,68,17667,0.260752,0.31313,0.363325,0.35676,1.097465,2.06887,0.935443,32120,27375,17155
H2,high_stress,111,365,76650,76650,0,1.0,30981.192436,30981192.436,10644.5,31.2,19492.2,813.292436,0.0,3758,3794,1452,1257,1085,3,3,0,0,3,14994,0.302329,0.352521,0.430446,0.381475,0.935369,1.614375,0.948699,32120,27367,17163
H2,high_stress,112,365,76650,76650,0,1.0,32712.06186,32712061.86,11281.0,0.0,20572.5,858.56186,0.0,3977,4021,1572,1343,1106,0,0,0,0,0,15825,0.307277,0.371493,0.39918,0.399392,0.992893,1.771454,0.94589,32120,27365,17165
H2,high_stress,113,365,76650,76650,0,1.0,32277.099916,32277099.916,11123.0,10.4,20298.2,845.499916,0.0,3896,3939,1475,1342,1122,1,1,0,0,1,15614,0.303651,0.35013,0.397713,0.386279,0.979757,1.548512,0.946489,32120,27371,17159
H2,high_stress,114,365,76650,76650,0,1.0,32516.289718,32516289.718,11183.0,0.0,20475.0,858.289718,0.0,3981,4035,1643,1278,1114,0,0,0,0,0,15750,0.27928,0.361868,0.367578,0.368025,0.996107,1.692016,0.946251,32120,27362,17168
H2,high_stress,115,365,76650,76650,0,1.0,31364.743807,31364743.807,10743.5,20.8,19771.7,828.743807,0.0,3853,3896,1563,1190,1143,2,2,0,0,2,15209,0.329485,0.370242,0.398027,0.394843,0.961958,1.746125,0.948146,32120,27375,17155
H2,high_stress,116,365,76650,76650,0,1.0,32524.641268,32524641.268,11181.0,20.8,20467.2,855.641268,0.0,3956,4010,1588,1300,1122,2,2,0,0,2,15744,0.302119,0.32999,0.398361,0.392442,0.985376,1.61001,0.946174,32120,27375,17155
H2,high_stress,117,365,76650,76650,0,1.0,32715.309821,32715309.821,11224.5,10.4,20618.0,862.409821,0.0,4006,4052,1594,1261,1197,1,1,0,0,1,15860,0.309177,0.338036,0.420581,0.380874,0.999195,1.913852,0.945868,32120,27364,17166
H2,high_stress,118,365,76650,76650,0,1.0,34682.148741,34682148.741,11886.5,41.6,21838.7,915.348741,0.0,4212,4329,1823,1317,1189,4,4,0,0,4,16799,0.311137,0.362047,0.409917,0.361488,1.056694,1.94456,0.942534,32120,27364,17166
H2,high_stress,119,365,76650,76650,0,1.0,32024.51949,32024519.49,11053.0,0.0,20134.4,837.11949,0.0,3845,3889,1404,1355,1130,0,0,0,0,0,15488,0.318517,0.34919,0.403362,0.409893,0.965527,1.736446,0.946826,32120,27371,17159
H2,high_stress,120,365,76650,76650,0,1.0,32529.016191,32529016.191,11169.0,0.0,20502.3,857.716191,0.0,3975,4034,1603,1257,1174,0,0,0,0,0,15771,0.293082,0.366011,0.412416,0.380357,1.002072,1.780767,0.946128,32120,27370,17160
H2,high_stress,121,365,76650,76650,0,1.0,33524.446311,33524446.311,11534.5,20.8,21088.6,880.546311,0.0,4058,4127,1637,1357,1133,2,2,0,0,2,16222,0.291495,0.346683,0.401474,0.351712,1.012018,2.225128,0.944457,32120,27369,17161
H2,high_stress,122,365,76650,76650,0,1.0,33418.557056,33418557.056,11501.0,62.4,20984.6,870.557056,0.0,3976,4044,1490,1424,1130,6,6,0,0,6,16142,0.311655,0.330895,0.422723,0.397486,1.002817,1.907786,0.944466,32120,27375,17155
H2,high_stress,123,365,76650,76650,0,1.0,33661.738233,33661738.233,11583.5,31.2,21164.0,883.038233,0.0,4050,4139,1641,1371,1127,3,3,0,0,3,16280,0.296228,0.320415,0.415649,0.39524,1.016358,1.972553,0.94416,32120,27364,17166
H2,high_stress,124,365,76650,76650,0,1.0,33774.920436,33774920.436,11650.0,0.0,21238.1,886.820436,0.0,4076,4161,1654,1383,1124,0,0,0,0,0,16337,0.307664,0.339886,0.394734,0.39642,1.024928,1.968562,0.944005,32120,27364,17166
H2,high_stress,125,365,76650,76650,0,1.0,32525.69656,32525696.56,11221.0,10.4,20443.8,850.49656,0.0,3908,3963,1486,1371,1106,1,1,0,0,1,15726,0.310856,0.343055,0.416323,0.402586,0.982807,2.253227,0.946032,32120,27375,17155
H2,high_stress,126,365,76650,76650,0,1.0,32804.255123,32804255.123,11234.5,10.4,20689.5,869.855123,0.0,4053,4116,1738,1209,1169,1,1,0,0,1,15915,0.296985,0.313181,0.409422,0.376112,1.013119,2.019505,0.945831,32120,27368,17162
H2,high_stress,127,365,76650,76650,0,1.0,32086.408191,32086408.191,11071.5,20.8,20153.9,840.208191,0.0,3863,3920,1534,1359,1027,2,2,0,0,2,15503,0.312319,0.3546,0.410555,0.368548,0.965828,1.823632,0.946849,32120,27371,17159
H2,high_stress,128,365,76650,76650,0,1.0,30408.595724,30408595.724,10418.5,10.4,19175.0,804.695724,0.0,3750,3786,1540,1149,1097,1,1,0,0,1,14750,0.306012,0.386089,0.397392,0.397354,0.933944,1.70634,0.949767,32120,27372,17158
H2,high_stress,129,365,76650,76650,0,1.0,32927.426671,32927426.671,11270.5,20.8,20764.9,871.226671,0.0,4056,4114,1698,1223,1193,2,2,0,0,2,15973,0.29588,0.334239,0.399018,0.394332,1.008516,1.748557,0.945584,32120,27369,17161
H2,high_stress,130,365,76650,76650,0,1.0,31408.60074,31408600.74,10814.0,10.4,19757.4,826.80074,0.0,3845,3879,1583,1272,1024,1,1,0,0,1,15198,0.299642,0.340565,0.409945,0.392554,0.950599,1.49851,0.948155,32120,27362,17168
H3,high_stress,101,365,76650,76650,0,1.0,32316.800745,32316800.745,11141.0,0.0,20337.2,838.600745,0.0,3719,4032,1619,1247,1166,0,0,0,0,0,15644,0.736341,0.757796,0.772682,0.762544,0.94495,1.789128,0.945539,32120,21900,22630
H3,high_stress,102,365,76650,76650,0,1.0,33050.033459,33050033.459,11423.5,0.0,20772.7,853.833459,0.0,3734,4079,1541,1331,1207,0,0,0,0,0,15979,0.724071,0.791897,0.73963,0.770682,0.943556,1.737806,0.944082,32120,21900,22630
H3,high_stress,103,365,76650,76650,0,1.0,38048.13691,38048136.91,12617.5,858.0,23613.2,959.43691,0.0,2810,4445,1712,1574,1159,67,36,31,0,67,18164,0.660746,0.707082,0.695153,0.700768,0.997821,1.916314,0.930187,32120,21900,22630
